Price,Close,High,Low,Open,Volume,company_name
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,
Date,,,,,,
2024-08-22,164.69932556152344,168.61054147594697,164.241516672691,168.23235218455866,19123800,GOOG
2024-08-23,166.6300506591797,167.14757047076415,164.86851824613433,165.75426542328995,14281600,GOOG
2024-08-26,167.12765502929688,168.57073935308924,165.52536188230883,167.35158609633652,11990300,GOOG
2024-08-27,165.5850830078125,167.44116278726227,165.36613289768596,166.80920212469354,13718200,GOOG
2024-08-28,163.71405029296875,166.59024181530037,162.4998780060163,165.98315567182416,15208700,GOOG
2024-08-29,162.6193084716797,166.82910949443902,161.20808405968256,165.26660328332088,17133800,GOOG
2024-08-30,164.32113647460938,164.49032242468166,162.62926178800114,163.43538933253365,18498800,GOOG
2024-09-03,157.85218811035156,162.5994020868109,157.10079051671096,162.53471021638023,26533100,GOOG
2024-09-04,157.0560302734375,159.6336524111022,156.68780287831035,157.31976357808833,17410700,GOOG
2024-09-05,157.8422393798828,160.24569419514802,156.767397633428,157.0261499260267,14139500,GOOG
2024-09-06,151.4031524658203,158.4592739545079,151.20907685487566,157.93180742316588,24999100,GOOG
2024-09-09,149.02142333984375,154.10374380734285,147.6860737978617,153.0972517267519,28057700,GOOG
2024-09-10,149.4897918701172,151.7718591542778,149.02441607065467,150.92480069046928,20401800,GOOG
2024-09-11,151.6223907470703,151.9512482467917,148.184357185804,150.56606889056476,18991500,GOOG
2024-09-12,155.00062561035156,155.0703901694335,152.9677064304605,154.27316129669887,20980800,GOOG
2024-09-13,157.82080078125,158.72266121225525,155.5686434671947,155.81976848857477,16733900,GOOG
2024-09-16,158.4386749267578,158.68780800030433,157.0634554949007,157.78095996318476,14157600,GOOG
2024-09-17,159.7241973876953,161.02965228050664,158.85721914410715,159.53485381590565,12064800,GOOG
2024-09-18,160.25234985351562,161.0695136032711,159.10634384004203,160.29221965909542,16756500,GOOG
2024-09-19,162.67391967773438,164.41785100496014,161.9584072561854,164.24844235787742,17548200,GOOG
2024-09-20,164.06906127929688,164.17868042985225,162.6141175724596,163.94948228082725,46362700,GOOG
2024-09-23,162.50453186035156,166.0322495638778,162.3849376425891,164.76664926653692,15648400,GOOG
2024-09-24,163.0725555419922,163.9794036432281,161.4681378266814,163.68044089265968,18774100,GOOG
2024-09-25,162.4248046875,163.64753959851393,162.21053868701378,162.4048697838993,13607900,GOOG
2024-09-26,163.2618865966797,164.92609369322952,162.9330291168763,164.45772230131644,18234500,GOOG
2024-09-27,164.71681213378906,166.39099425359143,163.26188353562077,163.34160794188523,13604300,GOOG
2024-09-30,166.61024475097656,166.7796534244714,164.06908423680048,164.20859815649484,14070100,GOOG
2024-10-01,167.83596801757812,169.8489675197396,165.32470236578393,168.2744446621951,18629500,GOOG
2024-10-02,166.7298126220703,168.29437559381142,165.67349084272,167.1782491049807,12745000,GOOG
2024-10-03,166.6301727294922,167.32774229896964,164.79654173931067,165.2449934394312,11004300,GOOG
2024-10-04,167.97547912597656,168.96205155988855,166.38103659730547,168.75277308995237,11422100,GOOG
2024-10-07,163.8199462890625,169.31083385834447,163.56085336185615,168.55347477474996,14034700,GOOG
2024-10-08,165.12539672851562,165.5240187663917,163.7402174593827,164.85632875368378,11723900,GOOG
2024-10-09,162.4945526123047,165.68345289594726,160.56127753869376,164.28332624636454,19666400,GOOG
2024-10-10,162.6141357421875,163.74122571102308,161.07948266881212,161.54785407298462,12900500,GOOG
2024-10-11,163.94949340820312,164.69689261111412,161.93649396405095,162.76361757331088,10946000,GOOG
2024-10-14,165.77316284179688,167.03874798063788,164.20859975029586,164.3381538219398,9981800,GOOG
2024-10-15,166.32122802734375,168.5036361085776,165.47418473029845,166.56040124373772,14829300,GOOG
2024-10-16,166.16180419921875,166.69992496042366,164.64308687838846,165.45425956276037,9968500,GOOG
2024-10-17,163.93951416015625,167.347652613545,163.80000025408333,166.79957204346408,15113400,GOOG
2024-10-18,164.4776611328125,165.79307587756512,164.17869839804442,164.29827740960113,13091300,GOOG
2024-10-21,165.22506713867188,165.6436089021509,163.73524093121017,164.00929645176177,11384000,GOOG
2024-10-22,166.2415313720703,166.88927130726915,164.0989777289574,164.128872482528,11958600,GOOG
2024-10-23,163.9096221923828,167.01881318974742,163.065559244841,165.85285706206346,12754300,GOOG
2024-10-24,163.95945739746094,164.47765844887786,162.20556603111856,164.01924690226363,12764400,GOOG
2024-10-25,166.41091918945312,166.81948583900834,164.65701276843643,164.79155434851998,14566400,GOOG
2024-10-28,167.75624084472656,170.01438944494484,165.2150804822965,169.99843848112795,20858300,GOOG
2024-10-29,170.54653930664062,171.26404378791563,168.07514342995802,168.79762023279824,28916100,GOOG
2024-10-30,175.52919006347656,183.1526557004326,175.13555556673,181.77745153420008,49698300,GOOG
2024-10-31,172.09117126464844,177.8012972832534,171.96161719529277,174.11413068705934,32801900,GOOG
2024-11-01,172.05130004882812,173.21725625173988,169.7194180547577,170.9451485584291,21752900,GOOG
2024-11-04,170.08811950683594,171.32382498821045,168.89727135850833,170.64619034756598,16194000,GOOG
2024-11-05,170.81561279296875,171.50022698576785,169.77921063956268,170.23762220854553,12518300,GOOG
2024-11-06,177.7115936279297,178.0205161849465,174.4329940901947,174.74193185308656,27061500,GOOG
2024-11-07,181.6479034423828,181.946866168645,178.2696596091349,178.4888979280021,16730400,GOOG
2024-11-08,179.23629760742188,181.7176684742203,178.94730993500406,181.36887609169358,15021500,GOOG
2024-11-11,181.33897399902344,181.45358068141462,179.36584440982864,179.44556881420397,12503400,GOOG
